Species	Li32124_S1d_metagenome	Li32125_S2d_metagenome	Li32126_S3d_metagenome	Li32127_S4d_metagenome	Li32128_S5d_metagenome	Li32129_S6d_metagenome	Li32130_S7d_metagenome	Li32131_S8d_metagenome	Li32132_S9d_metagenome	Li32133_S10d_metagenome	Li32134_S11d_metagenome	Li32135_S12d_metagenome	Li32136_S13d_metagenome	Li32137_S14d_metagenome	Li32138_S15d_metagenome	Li32139_S16d_metagenome	Li32140_S17d_metagenome	Li32141_S18d_metagenome	Li32142_S19d_metagenome	Li32143_S20d_metagenome	Li32144_S21d_metagenome	Li32145_S22d_metagenome	Li32146_S23d_metagenome	Li32147_S24d_metagenome	Li32148_S25d_metagenome	Li32149_S26d_metagenome	Li32150_S27d_metagenome	Li32151_S28d_metagenome	Li32152_S29d_metagenome	Li32153_S30d_metagenome	Li32154_S31d_metagenome	Li32155_S32d_metagenome	Li32156_S33d_metagenome	Li32157_S34d_metagenome	Li32158_S35d_metagenome	Li32159_S36d_metagenome	Li32160_S37d_metagenome	Li32161_S38d_metagenome	Li32162_S39d_metagenome	Li32163_S40d_metagenome	Li32164_S41d_metagenome	Li32165_S42d_metagenome	Li32166_S43d_metagenome	Li32167_S44d_metagenome	Li32168_S45d_metagenome	Li32169_S46d_metagenome	Li32170_S47d_metagenome	Li32171_S48d_metagenome	Li32172_S49d_metagenome	Li32173_S50d_metagenome	Li32174_S51d_metagenome	Li32175_S52d_metagenome	Li32176_S53d_metagenome	Li32177_S54d_metagenome	Li32178_S55d_metagenome	Li32179_S56d_metagenome	Li32180_S57d_metagenome	Li32181_S58d_metagenome	Li32182_S59d_metagenome	Li32183_S60d_metagenome	Li32184_S61d_metagenome	Li32185_S62d_metagenome	Li32186_S63d_metagenome	Li32187_S64d_metagenome	Li32188_S65d_metagenome	Li32189_S66d_metagenome	Li32190_S67d_metagenome	Li32191_S68d_metagenome	Li32192_S69d_metagenome	Li32193_S70d_metagenome	Li32194_S71d_metagenome	Li32195_S72d_metagenome	Li32196_S73d_metagenome	Li32197_S74d_metagenome	Li32198_S75d_metagenome	Li32199_S76d_metagenome	Li32200_S77d_metagenome	Li32201_S78d_metagenome	Li32202_S79d_metagenome	Li32203_S80d_metagenome	Li32204_S81d_metagenome	Li32205_S82d_metagenome	Li32206_S83d_metagenome	Li32207_S84d_metagenome
s__Peptostreptococcus_anaerobius	0	0	0	0	0	0	0.01807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4564_SGB6302	0	0	0	0	0	0	0.01683	0.03597	0.02006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05084	0.03459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_marseillensis	0	0	0	0	0	0	0.01613	0.41068	0.07877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridium_saudiense	0	0	0	0	0	0	0.0158	0.01049	0.01846	0	0	0	0	0	0	0	0	0	0	0	0	0.00547	0	0	0	0	0	0	0	0	0.0037	0.00051	0.00073	0	0	0	0	0	0	0	0	0.24595	0	0.01038	0	0	0	0	0	0.00773	0.00981	0.0012	0.03601	0	0	0	0.28175	0.07262	0.00558	0	0	0	0	0.00088	0	0	0	0.02074	0	0	0	0	0	0	0	0	0	0	0.01463	0	0	0	0	0
s__Christensenella_minuta	0	0	0	0	0	0	0.01564	0.00257	0.00824	0.0159	0.00699	0.00969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00969	0.00123	0.00608	0	0.00191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01117	6.00E-05	0.00687	0	0	0	0.00921	0.01091	0.00607	0	0	0	0	0	0.00311	0	0	0	0	0	0.0136	0	0	0	0	0	0	0.00405	0.00972	0	0
s__Christensenellaceae_bacterium	0	0	0	0	0	0	0.01517	0.00049	0.00285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104	0.0001	0.01333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0.00035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152	0.00604	0.00101	0.00606	0.01623	0.01211
s__GGB9602_SGB15031	0	0	0	0	0	0	0.01303	0.0177	2.24453	0	0	0	0	0	0	0	0	0	0.01528	0	0	0	0	0	0	0	0	0	0	0	0	0.01472	0.00717	0	0	0	0	0.14766	0.03697	0.14379	0	0	0	0	0	0	0	0.00856	0.04138	0	0	0	0	0.76731	0.19625	0.58643	0.01981	0.32501	0.03041	0	0	0	0.01817	0.05154	0.06905	0.01217	0.01528	0.00131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4456_SGB6141	0	0	0	0	0	0	0.01188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00858	0	0.01013	0	0	0	0	0	0	0	0.00533	0	0	0	0	0	0	0.00865	0	0	0.03471	0.14044	0.00287	0	0	0	0.00587	0.00414	0.02955	0.03107	0	0.05293	0	0	0	0	0	0.00872	0	0	0	0.00903	0.00669	0.00184	0	0	0.33245	0	0	0	0	0	0	0	0.00167	0	0	0	0	0	0	0	0
s__Peptoniphilus_lacrimalis	0	0	0	0	0	0	0.0116	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01255	0	0	0	0
s__GGB9301_SGB14262	0	0	0	0	0	0	0.01136	0.0123	0.00997	0	0	0	0	0	0	0	0	0	0	0	0	0.04464	0.0231	0.03421	0.00036	0.00662	0.00326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02063	0.00041	0.01232	0	0	0	0	0.00135	0	0	0.00332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00387	0.0601	0	0
s__Actinomyces_urogenitalis	0	0	0	0	0	0	0.01071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4750_SGB6579	0	0	0	0	0	0	0.01066	2.57668	0.13002	0	0.01601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02503	0.04025	0.00559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB45491_SGB63163	0	0	0	0	0	0	0.01056	0.0029	0.00896	0	0	0	0	0	0	0	0	0	0.40226	0.3858	0.28739	0.02694	0.05589	0.00755	0.02224	0.02016	0.00432	0	0	0	0	0	0	0	0	0	0	0.07785	0.1794	0.02784	0	0.01909	0.05577	0.03617	0	0	0	0	0	0	0	0	0	0.05885	0.00642	0.05587	0	0	0	0.00892	0.04218	0.00585	0	0.0105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00359	0.03174	0.11813	0.03381
s__Muribaculum_gordoncarteri	0	0	0	0	0	0	0.00961	0.11084	0.06133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB1567_SGB2154	0	0	0	0	0	0	0.00902	0.66911	0.15675	0	0.00258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3816_SGB5181	0	0	0	0	0	0	0.0087	0.06704	0.00978	0	0	0	0	0	0	0	0	0	0	0	0	0.00573	0.03199	0.01105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Yanshouia_hominis	0	0	0	0	0	0	0.0082	0.05452	0.0581	0	0	0	0	0	0	0	0	0	0	0	0	0.15073	0.07845	0.01902	0	0.0181	0	0	0	0.00404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9176_SGB14114	0	0	0	0	0	0	0.00777	0.33105	0.50369	0	0	0	0	0	0	0	0	0	0	0	0.00721	0.08149	0.03046	0.01845	0.00198	0.00266	0	0.04603	0.00155	0.0063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0363	0.00959	0.04751	0	0	0	0.04107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9536_SGB14939	0	0	0	0	0	0	0.00707	0	0.08196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00352	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00272	0	0	0	0	0	0
s__GGB3033_SGB4029	0	0	0	0	0	0	0.00682	0.0073	0	0	0	0	0	0	0	0	0	0	0.00899	0.0084	0.10618	0.05846	0.05541	0.14241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11561	0.11189	0.10938	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308	0	0	0	0	0.03114	0.13386	0.02147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Porphyromonas_somerae	0	0	0	0	0	0	0.00656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_agalactiae	0	0	0	0	0	0	0.00656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00546	0.00203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9238_SGB14180	0	0	0	0	0	0	0.00648	0.0163	0.01371	0	0	0	0	0	0	0	0	0	1.68408	0.14615	0.06857	0	0	0	0.062	0.10726	0.03342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00E-05	0	0	0.00179	0.01195	0.01049
s__GGB9551_SGB14958	0	0	0	0	0	0	0.0062	0.1826	0.07623	0	0	0	0	0	0	0	0	0	0	0	0	0.0036	0.00421	0.00439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridiales_bacterium_S5_A14a	0	0	0	0	0	0	0.00614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9786_SGB63164	0	0	0	0	0	0	0.00601	0.00122	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10053	0.03764	0.16308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Holdemania_sp_1001095H_141210_F2	0	0	0	0	0	0	0.00585	0.0105	0.0239	0	0	0	0	0	0	0	0	0	0	0	0	0.01039	0.01557	0.01109	0	0	0	0.04823	0.00344	0.01169	0	0	0	0.01263	0.00448	0	0	0	0	0	0	0	0	0	0	0	0	0.01552	0.01142	0.03899	0	0	0	0.04713	0.03114	0.06943	0	0.00067	0.01367	0	0	0	0.00124	0.01947	0.01447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridium_disporicum	0	0	0	0	0	0	0.00392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00721	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9613_SGB15048	0	0	0	0	0	0	0.00381	0.09453	0.00899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0.00209	0.00214
s__Massiliimalia_massiliensis	0	0	0	0	0	0	0.00381	0.00134	0.00405	0.00712	0.00208	0.00497	0.00491	0.0019	0.00205	0	0	0	0.00286	0.00243	0.00747	9.00E-05	0	0	0.00466	0.00105	0.00032	0.00414	0.00092	0.00962	0	0	0.00138	0	0	0	0	0.00232	0.01331	0.0013	0	0	0	0	0	0	0	0.0078	0.00211	0	0	0	0	0.00138	0	0.00146	0.00168	0.0012	0.00159	0	0.00216	0	0	0.0003	0	0	0	0	0.00368	0	0.00043	0.00013	0	0.00121	0	0	0	0	0	0	0.00143	0.01334	0.01265	0.00052
s__GGB36599_SGB9269	0	0	0	0	0	0	0.00366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16576	0.09422	0	0	0	0	0	0	0	0	0	0
s__GGB9694_SGB15207	0	0	0	0	0	0	0.00362	0.00386	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bianquea_SGB71281	0	0	0	0	0	0	0.00361	0.01937	0.02968	0	0	0	0	0	0	0	0	0	0	0	0	0.02248	0	0	0.00422	0.00776	0.00058	0.00512	0.01272	0.01264	0	0.00508	0.00492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01289	0.03128	0.00795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08199	0.17038	0.00341	0.02063
s__Porphyromonas_uenonis	0	0	0	0	0	0	0.00349	0	0	0	0	0	0	0	0	0	0.00056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pseudoflavonifractor_capillosus	0	0	0	0	0	0	0.00339	0.01846	0.00155	0	0	0	0.01377	0.00196	0	0	0	0	0	0.01267	0	0.00539	0.01189	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00562	0.0204	0.08222	0.00224	0.0189	0.00252	0.00219	0.00318	0	0	0	0	0.00251	0.00287	0.00529	0	0.00226	0.00191	0.00026	0.00212	0	0	0.0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00409	0	0.01476	0.0163	0.00542	0.00175
s__GGB42711_SGB59916	0	0	0	0	0	0	0.00299	0.00116	0.00449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Porphyromonas_asaccharolytica	0	0	0	0	0	0	0.00275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9775_SGB15395	0	0	0	0	0	0	0.0027	0.08588	0.11307	0	0	0	0	0	0	0	0	0	0.25655	0.79641	0.18564	0.02225	0.04573	0.04035	0.02503	0.07124	0.02381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0722	0.0455	0.03554	0	0	0	0.03337	0.04115	0.01524	0	0.03866	0.00244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08357	0.06089	0.02241
s__Diplocloster_agilis	0	0	0	0	0	0	0.00256	0.00316	0.00375	0.02215	0.02531	0.03332	0.05845	0	0	0.0033	0.00904	0.01244	0	0	0	0.0054	0.003	0.00419	0.01367	0.00342	0.00254	0.00369	0.00144	0.01295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0.01169	0.00637	0.00109	0	0	0.01253	0.0016	0.01041	0.00152	0	0.001	0	0	0	0.00903	0.00695	0.01166	0	0	0	0	0.00013	0.00298	0.00541	0.00491	0.00733	0	0	0.0065	0	0	0.00396	0.00304	0.00334	0	0.00016	0.00088	0	0
s__GGB3002_SGB3993	0	0	0	0	0	0	0.00246	0.0116	0.0002	0	0.00128	0	0	0	0	0	0	0	2.47405	1.77144	1.29732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00773	0	0	0	0	0	0.07934	0.51793	0.21298	0	0	0	0.01809	0.01476	0	0	0	0	0	0	0	0	0	0	0	0.01432	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03325	0
s__GGB45620_SGB63333	0	0	0	0	0	0	0.00246	0.00636	0.00047	0	0	0	0	0	0	0	0	0	0.00119	0.00727	0	0.01078	0.0149	0.01331	0	0	0	0	0	0	0	0	0	0	0.00402	0	0	0	0	0.00321	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00211	0	0	0.00052	0.00713	0.00204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00088	0.00481	0	0	0	0	0	0
s__GGB3480_SGB4648	0	0	0	0	0	0	0.00243	0.1075	0.15243	0	0	0	0	0	0	0	0	0	0.00253	0	0	0	0	0	0	0	0	0.29288	0.10918	0.25253	0	0	0	0	0	0	0	0.00172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22102	0.02331	0.02352	0.02604	0.0753	0.14072	0	0	0	0.10758	0.19074	0.486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eggerthella_sp_YY7918	0	0	0	0	0	0	0.00231	0.00073	0.00103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116	0.00641	0.00152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00364	0.00054
s__Schaalia_SGB17158	0	0	0	0	0	0	0.00207	0.00633	0.00324	0	0	0	0	0	0	0	0	0	0	0.00204	0	0	0	0	0.02951	0.01844	0.0082	0	0	0	0	0	0	0.01117	0.00188	0	0	0	0	0	0	0.00171	0	0	0.03105	0.02631	0.01792	0	0	0	0.01256	0.00513	0.01531	0	0	0	0	0	0	0	0	0	0.04872	0.00507	0.01679	0.01548	0.00325	0.05386	0	0	0	0	0	0	0.00182	0	0	0	0	0	0.00263	0	0	0
s__Eubacterium_callanderi	0	0	0	0	0	0	0.00206	0	0	0.0032	0.00353	0.0049	0	0	0	0.04292	0.07557	0.05052	0.02441	0.0055	0.17626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00271	0	0	0	0	0.01515	0.05823	0.00372	0	0	0	0	0	0	0.02895	0	0.16824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07786	0.00634	0.02943	0	0
s__Prevotella_colorans	0	0	0	0	0	0	0.00186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Fenollaria_massiliensis	0	0	0	0	0	0	0.00182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Varibaculum_cambriense	0	0	0	0	0	0	0.00172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00454	0	0	0	0	0	0	0	0	0.01255	0	0	0	0
s__GGB9719_SGB15272	0	0	0	0	0	0	0.00168	0	0.00346	0	0	0	0.05844	0.05699	0.05746	0.02298	0.36404	0.04438	0	0	0	0	0.00314	0.00377	0.03112	0.03464	0.02192	0	0	0	0	0	0	0	0	0.10377	0	0.00528	0.012	0.00159	0.00689	0.03222	0.06095	0.05449	0	0.01417	0.00702	0.02015	0.01528	0	0.05716	0.00583	0.2545	0	0	0	0	0	0	0.08337	0.23115	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00648	0	0.03161	0.08142	0.00308	0.00137	0	0	0.90688	0.14336
s__Atopobium_deltae	0	0	0	0	0	0	0.00167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptoniphilus_duerdenii	0	0	0	0	0	0	0.00149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB6512_SGB9198	0	0	0	0	0	0	0.00144	0.09837	0.51536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Varibaculum_massiliense	0	0	0	0	0	0	0.00122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peptoniphilus_rachelemmaiella	0	0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9545_SGB14951	0	0	0	0	0	0	0.00106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09783	0.0751	0.07371	0.03635	0.04261	0.05229	0.01501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Criibacterium_bergeronii	0	0	0	0	0	0	0.00074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Christensenella_timonensis	0	0	0	0	0	0	0.0007	0	0.00141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00073	0	0.00022	0	0	0	0	0	0	0	8.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3478_SGB4643	0	0	0	0	0	0	0.00067	0.01317	0.01158	0	0	0	0	0	0	0	0	0	0	0	0	0.00564	0.01008	0.01756	0	0	0	0.02897	0.01142	0.14727	0	0	0	0.02331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14887	0.33969	0.05282	0	0	0	0	0	0	0	0	0	0.98471	0.07071	0.2874	1.54661	1.21681	0.43683	0	0	0	0.02674	0	1.45289	0.34772	0	0	0.22164	0	0	0
s__GGB45497_SGB63169	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0.00117	0.01601	0.03586	0.00254	0.0304	0.02569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07676	0.16902	0.06641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0.00076	0	0	0	0	0.00709	0	0.02361	0	0	0	0	0	0	0.0146	0	0	0	0.003	0.02753	0.00562
